,Komentar
1645,"

pemerintah joko sudah beberapa kali menaikkan harga bbm dengan mencabut subsidi BBM, maka ayo turunkan rame-rame joko untuk berhenti jadi presiden, DPR bubarkan saja karena tidak ada gunanya, yang ada malah memberatkan APBN dengan gaji dan tunjangan selangit tapi kerjanya NOL
"
1646,"

Semoga Pertamina semakin kaya dan rakyat makin miskin
"
1647,"

BLT hanya dikonsumsi oleh TIMSES Partai.....
"
1648,"

Segera menyusul kenaikan harga sembako dll.
"
1649,"

Pekerja buruh bangunan di sumater utara rata2 gaji 80rbu.
Itu lah untuk menghidupi keluarga.
"
1650,"

drlamat rakyat miskin tambah melarat apa tdk ada kepintaran lain pemerinyah selain naikkan bbm
"
1651,"

Kembalikan harga TBS sawit normal kembali,potong gajih DPR separu
"
1652,"

Hancurkan rakyat sehancur hancurnya ...terima kasih pak Jokowi memang bapak pembela wong cilik
"
1653,"

Siap siap harga kebutuhan pokok naik dan siap siap aja pemerintah didemo mahasiswa .
"
1654,"

masyallah pk kt aj msh pd susah trus d naikin lg bnr2 g liat masyarakat
"
1655,"

Pilih lagi 3 periode ,, atau beliau aja trs  biar setiap tahun naik 

Potong tunjangan DPR beserta Mentri biar pro rakyat
"
1656,"

Ya Allah berpenghasilan dah gak seberapa tambah pula harga BBM naik ,,makan apa keluarga saya pak
"
1657,"

Tarif ojol naikin juga dong pak... Hilangin 8rb nya  gak lucu juga argo 8rb bensinnya 10rb
"
1658,"

Disela2 rakyat kesulitan dalam ekonomi, dikasih suguhan BBM naik... salam Ekonomi Meroket.
"
1659,"

harga naik koar2, biasakan diri kalian dengan perubahan karna perubahan tidak akan mudah.
"
1660,"

Gak bisa naikin gaji, pinomat naikin harga BBM yakan pak.
Gud job pak
"
1661,"

Hai,, para penguasa,,, kasian kami rakyat kecil ini sudah mau mati perlahan,, naik BBM sudah jelas yg lain mengikut. Dunia bagus kiamat sj
"
1662,"

Jokowi 20 periode sajalah. 
Salah2 cuna 3 periode. 
Keberhasilannya  2 periode sangat luar biasa dalam kenaikan, diantaranya :
1. Kenaikan tarif listrik diam2.
2. Kenaijan harga BBM Seringkali
3. Kenaikan harga minyak goreng rame
4. Kenaikan hutang negara meroket.
Tapi jago bangun IKN.
5. Kenaikan pajak lumayan 
6. Kenaikan Gaji tdaak pernah
Di mana  salahnya? Kata Ngabalin.
Menurut sorban istana, rakyat sangat puas atas kepemimpinan Joko.
 Mari dukung joko 20 periode.
Merdeka.
"
1663,"

Alkhamdulillah Shodakoh untk para pejabat..kalau jebol subsidi pengawasan nya gak becus itu
"
1664,"

Please lah yang merasa orang mampu tau diri donk 
"
1665,"

Penghasilan tidak sesuai dengan perekonomian. Yg miskin akan tambah miskin. Yg kya tambah kaya
"
1666,"

Milih minyak ad ap gk ad itu pilihanya  kita rakyat kecil pling pkai pertalit jg 1 liter  yg penting hrga bhn pokok di jg pk
"
1667,"

Masih ada yang ingin dia 3 periode?
"
1668,"

Dulu jaman SBY bbm naik Rp 500  demo besar besaran, sampai nangis2 di jalan kemana ya mereka ??
"
1669,"

Alhamdulillah.. Blt gk dpt Bbm naik juga..tolong dong perhatikan rakyat miskin..
"
1670,"

intinya kalau udah sekali naik gak mungkin turun lagi udah itu aja 
"
1671,"

Naikkan terus orang susah tambah susah
Kerjaan industri konveksi sepi
Mau pada makan apa gak kerja..
Khusus penjahit
"
1672,"

Partainya pak jk dulu berlinang air mata saat BBM naik hanya Rp 600..sekarang Keman pak apa masih ada airmata buayanya 
"
1673,"

Melindungi rakyat....pretttt... Gak malu kah bapak bicara seperti itu, karenacsejak bpk memimpin negara ini semakin terpuruk, hukum carut marut, rakyat semakin susah, korupsi gila gilaan hampir di semua bidang,
"
1674,"

Presiden gak becus BBM masih ngandelin import, giliran minyak mentah di jual kenegara lain.
Indonesia negara besar tapi masih belum bisa mengolah sendiri sumber daya alamnya.
Karna pemerintahnya males.
Dan BBM sawit yang di gembor2 kan hanya wacana untuk menipu rakyat.
"
1675,"

Saatnya katakan tidak untuk pemerintah..
"
1676,"

Benar Benar Pemerintah Terbapuk Yg Pernah Ada.......
Buat apa blt kalau bbm Naik.....
Anda sperti Memukul,Nampeleng Orang stelah Mukul Baru Ngasih Uang !
"
1677,"

Seumur hidup belum pernah dpt bantuan blt atau apapun. Yg ada mau hidupin motor aja ga sanggup, eh polisi sering banget razia, nasib guru di daerah. ini tahun terakhir mengajar, taruh ijazah, ntar dagang aja, atau nguli aja, krn ga akan cukup klo untuk minyak motor udah makan 50% dr gaji ngajar.
"
1678,"

BBM naik siap2 bnyk kebutuhan sehari2 yg jg ikutan naik
"
1679,"

Pak. Jokowi. Tolong beri tawaran untuk pensiunan yg lama mengambil pensiunan sekaligus, buat modal.bisa dgn jumlah dikurangi yg sdh diterima.contoh sy pensiun gol.IV. 2017.Jd 5 thn sy sdh terima. Mksh
"
1680,"

MAHASISWA, MAHASISWA, MAHASISWA
"
1681,"

Coba anggota DPR RI mikir dulu utk Rakyat, saya pribadi Kerjaan susah pak presiden,BBM naik kerj 1hari cuma gaji 80 ribu, coba lh bayangkan
"
1682,"

Pencitraan diawal ( Kunjungan ke daerah2 ) ujung2nya BBM NAIK = Rakyat Menderita = Koruptor/Tukang Maling Uang Rakyat Aman, uangnya Entah Kemana....
"
1683,"

Yg miskin makin miskin, yg kaya makin kaya. Asyikkk 
"
1684,"

Jantung nya ekonomi naik.. sudah pasti yg lain pasti naik..
"
1685,"

Alhamdulillah, ALLAH yang memberikan rezeki ketika BBM turun dan ALLAH juga yg mencukupi rezeki kita disaat BBM naik ..!!
"
1686,"

Rakyat kecil terus yg hrs nanggung imbasnya, sementara ""WAKIL RAKYAT"" yg sejatinya adalah KACUNG RAKYAT terus berlimpah fasilitas ini itu, sampe gorden pun ada anggaran khususnya, belum sogokan sana sini, KEBIJAKAN NEGARA MAKIN AMBURADUL UTK RAKYATNYA, para pengusaha smakin kaya raya, pemimpin di negara ini hanyalah BONEKA dari para pengusaha yg punya kepentingan... NO RESPECT !!
"
1687,"

Sungguh kasihan org yg pada msh ngontrak otomatis kontrakan rumah naik lagi pemerintah dzholaim. Apa tdk. Ya  dgn. Rakyatnya. Ya? Wassallam. Ampun ya ALLAH SeAmpun. 2 Nya Sampe Masuk Sorga !
"
1688,"

keadilan sosial bagi seluruh pejabat indonesia
"
1689,"

Blt hanya sekali saja , kenaikan bbm sampai tua  , disini netizen harus lebih jernih menyimpulkan , bahwa di sogok sekali tapi harga mahal sampai tua , 
"
1690,"

Mantap pak de lanjutkan
"
1691,"

Terimkasih pakde....ditunggu supprise nya lagi..mana kader PDI yg gebrak meja sm nangis mewek zaman SBY waktu BBM naik.gak ada muka lagi y..
"
1692,"

 kenapa Pemerintah tidak mau rugi sama masyarakat tapi masyarakat yang rugi buta pemerintah, BBM naik gaji mereka yang berasal dari APBN juga naik, kalau mau menyelamatkan Negara gaji yang dari APBN disearakan UMR
"
1693,"

Rakyat makin sulit cari kerja, gaji kerja tidak naik, malah harga BBM yang naik.... 
"
1694,"

Habis gencarkan pajak semarang BBM . Mantap ekonomi indonesia
"
1695,"

pk jokow joss
"
1696,"

Alhamdulilah BBM naik juga terlaksana cita cita ku tapi jangan lupa rakyat kecil
"
1697,"

Rakyat tambah melarat pak.....sementara kalian bagi2 kekuasaan dan hambur2kan uang rakyat. Bbm subsidi banyak digunakan industri dan  tambang2 ilegal, mengapa kalian membiarkannya, tutup mata, apatis dan ucuk2 rakyat disengsarakan akibat abai dan ketidakmampuan kalian
"
1698,"

teru harga barang naik pabrik gulung tiksr rakyat kecil menjerit pengauran numpuk itu prediksi kedepan lihat aja nanti akan kita rasakan dampak nya bagi rakyat kecil
"
1699,"

Setelah minyak goreng sekarang ke bbm masyarakat makin sengsara mantap jokowi nih
"
1700,"

Tidak usah pd lebay...hp pada bagus"" kuota selalu bisa terbeli rokok aja yg mahal jg masih tetep di beli...BBM baru naik segitu sudah pd bingung ..yg namanya kebutuhan mau ga mau ya hrs mau ..
"
1701,"

Ini mah udh bnr bnr kacau kacau... Rindu rasanya ketemu rasulullah saw...
Zaman yang dimana pemimpin memikirkan rakyatnya akan segera tiba.
Maka akan terjadi sebentar lagi.
Sekian.
"
1702,"

demi bangsa dan negara
"
1703,"

Kalau ngomong seolah2 untuk kepentingan rakyat...Faktanya harga2 naik dan rakyat menjerit...BLT gak ada pengaruhnya karena harga2 terus melonjak...Klw mau buat aturan dan kebijakan ya mikir dulu dampak dan akibatnya...PREEEET
"
1704,"

Jika minyak naik pak jokowi. Harga harga petani juga di perhatikan. Jangan nanti kebutuhan naik. Harga jual beli sayurmayur murah. Jadi pak  masarakat kecil yg menjerit.
"
1705,"

pejual juga pintar pak jok.. stock baru di bilang stock lama nanti turun lagi bilang stock lama
"
1706,"

PDIP MENANGIS MELIHAT INI..
"
1707,"

Mudaham pensiunan jokowi cs tidak membebani apbn negara ...makasih pak rakyat km suruh mikir utang yg kalian buat ...sudah gak perlu ikn bikin tekor aja sudah tau kere jgn banyak gaya supaya terlihat kaya
"
1708,"

terimakasih pak kerja anda sangat hebat menindas rakyat
"
1709,"

Bkn itu sy pertanyakan tapi mana yg jago koar2 di jaman SBY cm naik 100 perak doank udah rame se Indonesia demo sana sini...skrg mana kalian ssh mati semua yah ....yg dilakukan Pemerintah pasti adalah langkah terbaik 
"
1710,"

Kurangi penjualan mobil dan motor !
Perbanyak sepeda
"
1711,"

Hebat ya presiden kita,pemecah rekor naik 2350 anjaiiiiii
"
1712,"

Saya pribadi ga mengharapkan bantuan. . Yg saya harapkan harga BBM. UNTUK . 
PERTALIT. 7.500. 
UNTUK PERAMAX. 10.000. 
UNTUK BIO .SOLAR. 5.000.
PERTAMAX TURBO. 12.500.
"
1713,"

Alhamdulillah
"
1714,"

Alhamdulillah
"
1715,"

Alhamdulillah
"
1716,"

selamat menikmati kebijakan pemerintah...hehehe ..
"
1717,"

Semakin mendekati masa akhir jabatannya semakin sadis ya. Koruptornya juga meningkat. Berdoa bersama klo begini
"
1718,"

Solar dinaikin g masalah...tapi jangan di hilangkan...solar naik tpi brg g ad tu sih ngajak perang sm supir brg
"
1719,"

Ini yang di maksud Ekonomi Meroket 
"
1720,"

Dulu jaman BPK SBY BBM naik 300 sampe ada yg nangis pejabatnya ,, skrg mana orangnya bro,, biar bikin episode selanjutnya
"
1721,"

BBM naik harga..
Nikmati saja....
Mau marah jungkir balik hasut sana hasut sini tetap saja BBM naik harga...
Yang enak ya nikmati saja...
Kita move on ke harga baru...
"
1722,"

Smoga kami dpt brthn hidup..
"
1723,"

KAPAN PAK DE BISA BERANI BUAT UU HUKUM MATI KORUPTOR !!!
JANGAN BERANI NYA NAIKAN HARGA MULU !!!!
GAK MALU APA KATANYA NEGRI KAYA RAYA 
"
1724,"

Pemerintah jangan ragu segera cabut permanen cabut subsidi masrakat kita ini lebay
"
1725,"

Kurangi APBN untuk proyek Infrastruktur ,,,rawan di korupsi itu anggaran proyek2x , mendingan utk Subsidi minyak ,,
"
1726,"

Pak de. Pejabat pakai mobil2 mewah dengan kapasitas cc besar, apakah tidak pakai pertalite ?
"
1727,"

Bukan cuma harga BBM yang naik tapi sembako dan kebutuhan lain juga ikut naik..
"
1728,"

Saya dukung pemerintah walau saya orang susah jugak
"
1729,"

BBM naik buat gaji pejabat. Masya Allah pak,...pak....apa anda g mikir gmna yg kerja nya cm buruh bangunan perhari nya g sampe 100 rb. Kok y, yg kaya semakin kaya.yg miskin semakin terpuruk. Atuh cb geh pejabat tuh semua d mnta iuran nya,d potong gaji nya.buat subsidi nya. Jngn yg enak mh enak. Itu bansos jg cm sebagian yg dpt g adil.itu bukan solusi.penyaluran nya pun semrawut. Cm warga yg dekat sm RT aja yg dpt.
"
1730,"

Negara dipimpin mafia y beginilah,
Prestasinya banyak:
1. Utang meroket
2. Rupiah anjlok
3. Semua subsidi di pangkas
4. Pandai ber Alibi
Dan masih banyak lg prestasi2 bobrok lainnya
"
1731,"

Mau komen pedes takut di cidukk..nga komen gregetan.. Mau sabar.. Memang dah bersabar dari zaman rezim kardus digembok.... Apa yg mau dibanggakan dari mereka.... 
"
1732,"

Pak pak knp rakyatmu sll jd korban dg pajak2 n bbm naik...sedangkn koruptor asabri ..jiwa sraya...bpjs...n korupt cina slll mulus
"
1733,"

Saya berfikir kebijakan ini mmbuat saya untuk merubah gaya atau pola hidup saya , dari surya 12 (21k) ke LM , Bulls Atau MLD yg sebunkgus ny tidak lebih dari 10k , dari mkan mkanan warung 12k sebungkus ( siang) , beralih ke nasi jinggo 6k ( siangmalam12k) , nmun sesekali pasti mkan yg lain hehe , dan lebih semngat lgi dalam bekerja  jgn lupa jg utk mnabung ,, kehidpan sprti ini khusus yg jomblo alias yg belum berkluarga , buat yg sdah berkluarga ttap smngat
"
1734,"

Klo rokok naik pada diam yg perokokklo bensin naik pada teriakya klo merasa ga kuat beli bensin yg punya mobil motor  pada di  dorong kayak gitu kok repot
"
1735,"

BBM Pertamax Ron 92 di Indonesia 14.500 di Malaysia BBM Ron 95 harganya 6.980, piye jal ?????
"
1736,"

Pak jokowi klu sdh gak sanggup mengelolah negara ini utk kemaslahatan rakyat Indonesia, mending bapak mengundurkan diri sj dari kursi presiden. Rakyat kecil makin sengsara pak, sy pribadi sangat kecewa atas bbrp kebijakan bapak. Semoga bapak presiden sadar atas ketidakmampuannya dan bersedia meletakkan jabatannya sebelum tutup tahun 2022... Terimakasih atas pengabdian bapak selama menjabat sebagai presiden... 
"
1737,"

Saatnya buzzer bergerak

Ayo semangaatt 
"
1738,"

Penyesuaian harga dan kenaikan harga , apa bedanya ya 
"
1739,"

Siap siap MY PERTAMINA
"
1740,"

Di kampung ku orang yg kaya punya sawah lebar2 pada dapat BLT kelurga ku yg kerjanya hanya kuli ga pernah dapat apa2 ,orang2 kaya pada antri pkh ambil sembako kelurga ku hanya bisa liatin orang2 yg kaya bawa sembako kan aneh gemana sih cara ngedatanya selalu salah sasaran
"
1741,"

Ibu Rike Diah Pitaloka nangis nih.....
Kan dulu juga waktu era SBY dia nangis BBM mau naik....
"
1742,"

Hadeh pak makasih atas dikasihnya pekerjaan phl di kantor pos buat penyaluran blt nya, tapi saya ngerasa berat hati juga kalo sampe bbm naik
"
1743,"

ya alloh cepat ganti orang2 yg rakus  . ini pasti bakal naik  segala  harga2 kebutuhan  .
"
1744,"

Di lain tempat bilang surplus.
Di lain tempat lagi bilang minus.
Dan banyak yg cinta membabi buta...
"
1745,"

Smg usahaku lncar biar bs bli bbm,pak presiden ksih blt nanti yg dpt yg pny gaji n kya raya yg miskin cm nonton kyk sapi bengong...
"
1746,"

Mana orang-orang yang dulu nangis di kala bbm naik,dulu pernah ada di era SBY 
"
1747,"

Beli minyak dari Rusia,kan dah di tawar i lebih murah 30 %,klo BBM naik, gaji UMR juga di naikan dong, jgn gaji DPR aja yg banyak 
"
1748,"

KRakyat sdh banyak. Yg. Susah dibikin. Susah lagi ya !? Sungguh aneh Tapi nyata    Bahan mentab minyak dinegri ini banya kenapa tdk di olah sendiri didalam.negri ini saja knp hrs import lagi bengsinnya padahal ssh 77 Thn merdeka ya !? Wassallam Ampun  ya ALLAH SeAmpun. 2 Nya Sampe Masuk Sorga !
"
1749,"

Paling juga dananya  dialihkan utk ngebut pembangunan IKN baru, dgn istana yg mewah, krn mau selesai thn 2024.
"
1750,"

hore....naik...


pasti sudah dagangan sayur dan sembako emak gue mahal...siff RI1
soal nya penyuplai sayur dan sembako emak gue ber alasan..BBm naik mkax naik.. 
"
1751,"

Saya masih ingat betul ketika jaman rezim sby ada rencana kenaikan Bbm maka demo rame dimna mana.
Smpai2 kerbau di tulisinn nama sby skrg bbm naik turun berulang kali kok gk ada pasukan demo..
"
1752,"

Terserah bapak lah, gmn nanti nasib rakyat kan bpk sendiri yg menyaksikan
Emng klu tdk bersubsidi brpaan sih??
"
1753,"

Ngomong aja modal baca teks. Sok""an mau melindungi rakyat.. MELINDUNGI KEKUASAAN BAPAK DAN ANAK"" BAPAK iya KAMI PERCAYA. Smoga ke SULITAN HIDUP MELINGKUPI KELUARGA PARA PEMANGKU KEKUASAAN DZALIM REZIM INI. AMINNNNN
"
1754,"

Cok. Kirain gua cuma naik 500rp. Eh ini naiknya 2400. Prasaan dulu waktu naik 500rp si puan nangis"" Lah ini ini naik 5x lipat bikin bergetar dada ini
"
1755,"

Hahahahaahaha 
 "" PiYe kabare  "" eNak Zaman ku ToH........... by : Bpk Hj SoeHarto 
"
1756,"

gas pak, naikkan terus, smakin tenggelam rakyatmu
"
1757,"

Semoga perang Ukraina segera berachir biar harga minyak turun
"
1758,"

Daerah banjarnegara jateng rusuh pilkada karena lantaran spt lebih penting darii pada tujuan
"
1759,"

Tumben biasanya keputusan nya selalu tengah malam 
"
1760,"

Boleh saja  naik  pak,hak rakyat kecil.  Contoh jual beli palawija  dll, ya harus naik pak rakyat kecil makan apa pak
"
1761,"

subsidi dialihkan ke BLT,,BLTnya dikorupsi ,sudah terbaca
"
1762,"

Ga kebayang kalo rakyat semuah pindah negara..
Apah yang mau dia pimpin dan bohongi lagi
"
1763,"

Yang jadi pertanyaannya harga bensin eceran di warung-warung naik juga dong
"
1764,"

Wah ..bisa bisa anggota DPR banyak yang menangis....seperti waktu pak SBY ..naikkan BBM
"
1765,"

Allah akan menghinakan pemimpin yg zholim.. lihat aja nanti endingnya
"
1766,"

Akhir nya smua akan bertambah sengsara LG. Kapan rakyat merdeka dari kebijakan2 pemerintah 
"
1767,"

Berawal dari kardus digembok, Muka polos dan merakyat,, salam 1000 periode,
"
1768,"

udah, habis siaran kayak gitu langsung makan makan, enak bener dah....
"
1769,"

Kami juga berupaya untuk tidak mati mikirin hutang pak
"
1770,"

ORANG"" PDIP..ENGGAK NANGIS.
"
1771,"

Perasaan klo di cari solusi mah banyak sih,tapi mungkin ngga mau mikir aja sih yah dan ngga ada yg visioner
"
1772,"

Pdagang Pertalite eceran boleh kulak pake drum kecil 
Klo tdk sama saja pro pengusaha

Bkn pro orang kecil.
"
1773,"

BBM DARI BUMI ITU MILIK RAKYAT DARI DLM BUMI. PERTAMINA SEHARUSNYA HANYA MENGAMBIL DAN MENJUAL SEHARGA BJATS PRODUKSI SAJA. INI PENIPUAN
"
1774,"

Jangan lupa pak , tolong di bantu Proyek Kereta api cepat Bandung Jakarta .
"
1775,"

Pak tapi kalau gji elite politik PNS dan pegawai negeri lain di naik kan sama juga
"
1776,"

Harga pangan naik..ini akibat subsidi yg tepat sasaran
"
1777,"

Joss.. sesuai janji kampanye.. ekonomi meroket 
"
1778,"

Dan para mental subsidi pun mengeluh
Woi bos kami di Papua pernah merasakan minyak 50 rbu per liter gk ngeluh Kayak anda
Makanya jadi org jgn bermental subsidi
"
1779,"

jman SBY ada isu naik ajh udh rame!! demo di mna"" ..ni adem"" ajh ia
"
1780,"

Coba kalau yg jadi peresiden dari partai lain selain banteng ...yg nagis pasti kroni x jual air mata demi pemcitraan.dengan ada x kenaikan bbm  sekarang pada diam adem ayem mereka menikmati kesengsaraan masyarakat yg sdh miskin
"
1781,"

Naikan saja pa... Tanggung.. . Subsidi aja sy ga pernah dapat pa... @jokowi... Ga apa² naikin aja pa... Asal dagangan saya rame mah.. Ga mslh... Its ok.. Tp kondisi skrg aja bahan² mahal... Eh naik lagi BBM.... Super zuper pa jolowi
"
1782,"

Ya allah serba naik makan    apa cuba, banyak pengangguran juga
"
1783,"

BBM naik gaji gimana perusahaan mau menaikan. BBM naik otomatis bahan pokok pasti naik semua
"
1784,"

Kangen kl pas bensin naik dengan tangisan si puan sama emaknya kira2 nangis lagi ngak yaaa.. Soalnya mereka dah seneng hidupnya skrng.
"
1785,"

Presiden hanya bisa memeras rakyat aja.
Emang ngg ada cara lain buat bayar hutang negara ini yg jokowi pimpin
"
1786,"

Syukur aku ucapan kehadiratmu TUHAN...
"
1787,"

Bukti kebijakan yg pro wong cilik...hidup wong cilik.
"
1788,"

Kami ga btuh BLT pak. Btuhe bbm murah saja
"
1789,"

Mantap pa de...anda yg ngutang buat kereta cepat..rakyat yg bayar..bravo...pa de ...
"
1790,"

Mereka memicu kemarahan rakyat miskin....
"
1791,"

Upaya apa nih? Kalau emang bener mau melindungi rakyat mending Bpk turun deh masih bnyak anak bangsa yang lebih mampu dan kuat mimpin negri ini pak ya. Udah cukuplah pencitraan nya
"
1792,"

HUTANG BNYAK APA APA NAIK YG MAU DI TANYAKAN KESEJAHTERAAN NYA DMANA PAK 
"
